chrom	start	end	gene	cov	strand	numSamples	clusters
NC_005823.1	1793950	1796653	unaware	11	+	1	2376
NC_005823.1	1795454	1795913	unaware	2	+	1	2377
NC_005823.1	1796012	1796633	unaware:LIC_RS07460	83	+	7	2378
NC_005823.1	1797511	1798134	LIC_RS07470	22	+	5	2379
NC_005823.1	1798329	1798899	unaware	2	+	1	2380
NC_005823.1	1799618	1799816	unaware	2	+	1	2381
NC_005823.1	1800178	1800660	LIC_RS07475	2	+	1	2382
NC_005823.1	1800313	1800689	LIC_RS07475	3	+	2	2383
NC_005823.1	1800750	1801503	unaware	7	+	4	2384
NC_005823.1	1801478	1801924	unaware	13	+	4	2385
NC_005823.1	1802024	1802513	LIC_RS07480	29	+	5	2386
NC_005823.1	1802600	1805108	unaware	32	+	1	2387
NC_005823.1	1803169	1804284	LIC_RS07490	10	+	1	2388
NC_005823.1	1803212	1803901	LIC_RS07490	1	+	1	2389
NC_005823.1	1803546	1803774	LIC_RS07490	1	+	1	2390
NC_005823.1	1803681	1804373	LIC_RS07490	1	+	1	2391
NC_005823.1	1803925	1804528	unaware	2	+	1	2392
NC_005823.1	1806525	1807442	unaware	2	+	1	2393
NC_005823.1	1807900	1808096	unaware	2	+	1	2394
NC_005823.1	1808609	1809114	unaware	2	+	1	2395
NC_005823.1	1810601	1811443	unaware	2	+	2	2396
NC_005823.1	1813189	1815296	unaware	14	+	3	2397
NC_005823.1	1813322	1814749	LIC_RS07520:unaware	52	+	6	2398
NC_005823.1	1814236	1814980	LIC_RS07525	3	+	1	2399
NC_005823.1	1815769	1815962	unaware	2	+	1	2400
NC_005823.1	1815830	1816703	unaware	3	+	1	2401
NC_005823.1	1816565	1816850	unaware	3	+	1	2402
NC_005823.1	1818803	1819381	unaware	3	+	1	2403
NC_005823.1	1819088	1819438	unaware	3	+	2	2404
NC_005823.1	1819136	1819380	unaware	12	+	4	2405
NC_005823.1	1820083	1820381	unaware	4	+	2	2406
NC_005823.1	1820157	1820593	unaware	2	+	1	2407
NC_005823.1	1820883	1821375	unaware	2	+	1	2408
NC_005823.1	1820931	1821113	LIC_RS22980	148	+	6	2409
NC_005823.1	1821267	1821690	LIC_RS07555	1	+	1	2410
NC_005823.1	1821311	1821734	LIC_RS07555	1	+	1	2411
NC_005823.1	1821532	1821720	LIC_RS07555	1	+	1	2412
NC_005823.1	1821697	1822679	LIC_RS07555:unaware:unaware	33	+	5	2413
NC_005823.1	1827019	1827619	unaware	11	+	3	2414
NC_005823.1	1827310	1827619	unaware	2	+	1	2415
NC_005823.1	1827674	1828525	unaware:LIC_RS07580	39	+	3	2416
NC_005823.1	1827740	1828226	LIC_RS07580	36	+	4	2417
NC_005823.1	1828250	1828683	unaware	2	+	1	2418
NC_005823.1	1828522	1829352	LIC_RS07585	1	+	1	2419
NC_005823.1	1828993	1829432	LIC_RS07585	1	+	1	2420
NC_005823.1	1829076	1829941	LIC_RS07590	5	+	1	2421
NC_005823.1	1829135	1829486	LIC_RS07585	2	+	1	2422
NC_005823.1	1829476	1830366	LIC_RS07590	5	+	1	2423
NC_005823.1	1829546	1830387	LIC_RS07590	2	+	1	2424
NC_005823.1	1829744	1829948	unaware	2	+	1	2425
NC_005823.1	1829896	1830296	LIC_RS07595	11	+	1	2426
NC_005823.1	1833478	1834272	unaware	3	+	2	2427
NC_005823.1	1833672	1834791	LIC_RS07610	36	+	5	2428
NC_005823.1	1833800	1834685	LIC_RS07615	1	+	1	2429
NC_005823.1	1835298	1835534	unaware	7	+	1	2430
NC_005823.1	1836246	1836732	unaware	3	+	1	2431
NC_005823.1	1836354	1836498	unaware	2	+	1	2432
NC_005823.1	1837964	1838474	LIC_RS07635	1	+	1	2433
NC_005823.1	1838121	1838399	LIC_RS07635	1	+	1	2434
NC_005823.1	1838274	1838664	LIC_RS07635	2	+	2	2435
NC_005823.1	1838367	1839007	unaware	30	+	5	2436
NC_005823.1	1839599	1840232	unaware	5	+	1	2437
NC_005823.1	1840792	1841172	unaware	2	+	2	2438
NC_005823.1	1841697	1841892	unaware	2	+	1	2439
NC_005823.1	1843511	1843979	unaware	3	+	2	2440
NC_005823.1	1843765	1844799	unaware	5	+	1	2441
NC_005823.1	1843877	1844558	unaware	10	+	3	2442
NC_005823.1	1844686	1845251	unaware	2	+	1	2443
NC_005823.1	1846125	1846594	unaware	2	+	1	2444
NC_005823.1	1846635	1847078	unaware:LIC_RS07675	38	+	5	2445
NC_005823.1	1846795	1847210	LIC_RS07675	27	+	5	2446
NC_005823.1	1847369	1848080	unaware	6	+	1	2447
NC_005823.1	1850131	1850828	unaware	28	+	2	2448
NC_005823.1	1850336	1851344	LIC_RS07680	158	+	7	2449
NC_005823.1	1853380	1854665	unaware:LIC_RS07700:LIC_RS07700	8	+	3	2450
NC_005823.1	1854384	1854906	unaware	10	+	1	2451
NC_005823.1	1854760	1855404	LIC_RS07705	3	+	1	2452
NC_005823.1	1855139	1856235	LIC_RS07705	3	+	1	2453
NC_005823.1	1855257	1856901	LIC_RS07710	1	+	1	2454
NC_005823.1	1855534	1857028	LIC_RS07710	3	+	1	2455
NC_005823.1	1855785	1856175	LIC_RS07710	2	+	1	2456
NC_005823.1	1855965	1857018	LIC_RS07710	1	+	1	2457
NC_005823.1	1856037	1857050	LIC_RS07710	1	+	1	2458
NC_005823.1	1856717	1858168	LIC_RS07715	1	+	1	2459
NC_005823.1	1857075	1858587	LIC_RS07715	1	+	1	2460
NC_005823.1	1857586	1858415	LIC_RS07715	1	+	1	2461
NC_005823.1	1857978	1858234	LIC_RS07720:LIC_RS07715	1	+	2	2462
NC_005823.1	1858007	1858501	LIC_RS07715	1	+	2	2463
NC_005823.1	1858037	1858707	LIC_RS07720	1	+	1	2464
NC_005823.1	1858254	1858586	LIC_RS07720	1	+	1	2465
NC_005823.1	1858285	1859336	LIC_RS07720	1	+	2	2466
NC_005823.1	1859349	1859841	LIC_RS07725	2	+	1	2467
NC_005823.1	1859389	1859979	LIC_RS07725	1	+	1	2468
NC_005823.1	1859418	1860090	LIC_RS07725	3	+	2	2469
NC_005823.1	1861505	1861816	unaware	2	+	2	2470
NC_005823.1	1861874	1862295	unaware	5	+	3	2471
NC_005823.1	1862188	1862407	unaware	99	+	6	2472
NC_005823.1	1864045	1864525	unaware	4	+	3	2473
NC_005823.1	1864187	1864571	unaware	18	+	2	2474
NC_005823.1	1864696	1865502	LIC_RS07735	7	+	3	2475
NC_005823.1	1864766	1865107	LIC_RS07735	2	+	1	2476
NC_005823.1	1865271	1865700	unaware	16	+	3	2477
NC_005823.1	1870683	1872725	LIC_RS07760:unaware	5	+	2	2478
NC_005823.1	1870727	1872929	LIC_RS07760:LIC_RS07765:LIC_RS07760	8	+	4	2479
NC_005823.1	1870811	1871138	LIC_RS07765	1	+	1	2480
NC_005823.1	1870978	1871492	LIC_RS07765	1	+	1	2481
NC_005823.1	1871050	1872047	LIC_RS07765	1	+	1	2482
NC_005823.1	1871188	1871505	unaware	19	+	1	2483
NC_005823.1	1873450	1873914	unaware	34	+	1	2484
NC_005823.1	1873700	1873958	LIC_RS07770	48	+	5	2485
NC_005823.1	1874273	1874954	LIC_RS07775	59	+	7	2486
NC_005823.1	1875135	1876346	LIC_RS07780	1	+	1	2487
NC_005823.1	1875744	1876537	LIC_RS07780	1	+	1	2488
NC_005823.1	1875874	1876062	LIC_RS07780	1	+	1	2489
NC_005823.1	1875904	1876463	LIC_RS07780	16	+	4	2490
NC_005823.1	1876841	1877488	unaware	22	+	1	2491
NC_005823.1	1877988	1878670	unaware	9	+	1	2492
NC_005823.1	1878075	1879021	unaware	2	+	1	2493
NC_005823.1	1878129	1879154	unaware	4	+	1	2494
NC_005823.1	1879307	1879584	unaware	3	+	2	2495
NC_005823.1	1880418	1880775	unaware	2	+	1	2496
NC_005823.1	1885522	1886671	unaware	2	+	1	2497
NC_005823.1	1886167	1886535	unaware	4	+	1	2498
NC_005823.1	1888995	1889586	unaware	2	+	1	2499
NC_005823.1	1890412	1890573	unaware	3	+	1	2500
NC_005823.1	1890647	1890896	unaware	2	+	1	2501
NC_005823.1	1891166	1891744	unaware	3	+	1	2502
NC_005823.1	1892600	1893030	unaware	2	+	1	2503
NC_005823.1	1893219	1893656	unaware	2	+	2	2504
NC_005823.1	1893489	1893650	unaware	2	+	1	2505
NC_005823.1	1893582	1894556	LIC_RS07850	48	+	7	2506
NC_005823.1	1894729	1895048	unaware	9	+	2	2507
NC_005823.1	1895715	1896061	LIC_RS07860	1	+	1	2508
NC_005823.1	1895786	1897637	LIC_RS07860	1	+	1	2509
NC_005823.1	1896106	1896632	LIC_RS07865	43	+	5	2510
NC_005823.1	1896224	1896848	LIC_RS07865	7	+	3	2511
NC_005823.1	1896398	1896807	LIC_RS07870	2	+	1	2512
NC_005823.1	1898112	1898762	LIC_RS07875	5	+	4	2513
NC_005823.1	1900326	1901460	unaware	3	+	1	2514
NC_005823.1	1900358	1901456	LIC_RS07885	8	+	5	2515
NC_005823.1	1900981	1901855	LIC_RS07890	3	+	1	2516
NC_005823.1	1902064	1902684	LIC_RS07895	36	+	4	2517
NC_005823.1	1902373	1902778	unaware	3	+	1	2518
NC_005823.1	1903941	1905415	LIC_RS07905	3	+	1	2519
NC_005823.1	1904318	1904800	LIC_RS07905	1	+	2	2520
NC_005823.1	1905803	1906519	unaware	34	+	1	2521
NC_005823.1	1906219	1907022	unaware:LIC_RS07915:LIC_RS07915	78	+	5	2522
NC_005823.1	1906339	1906707	LIC_RS07915	2	+	1	2523
NC_005823.1	1906525	1906731	LIC_RS07915	2	+	1	2524
NC_005823.1	1907026	1907755	LIC_RS07920	3	+	1	2525
NC_005823.1	1907105	1907404	LIC_RS07920	2	+	1	2526
NC_005823.1	1908383	1908941	LIC_RS07925	1	+	1	2527
NC_005823.1	1908605	1908722	LIC_RS07925	1	+	1	2528
NC_005823.1	1909383	1910014	LIC_RS07930	16	+	2	2529
NC_005823.1	1911351	1912669	unaware	8	+	1	2530
NC_005823.1	1911653	1912511	LIC_RS07940	19	+	5	2531
NC_005823.1	1913353	1914059	LIC_RS07950	1	+	1	2532
NC_005823.1	1913551	1913930	LIC_RS07950	1	+	1	2533
NC_005823.1	1913659	1913899	LIC_RS07950	1	+	1	2534
NC_005823.1	1915211	1916141	LIC_RS07955	1	+	1	2535
NC_005823.1	1915766	1916158	unaware	2	+	1	2536
NC_005823.1	1915796	1916538	LIC_RS07955	6	+	3	2537
NC_005823.1	1915842	1916158	LIC_RS07955	1	+	1	2538
NC_005823.1	1916796	1917280	LIC_RS07960	64	+	5	2539
NC_005823.1	1917144	1917548	unaware	87	+	2	2540
NC_005823.1	1917712	1918099	LIC_RS07965	12	+	2	2541
NC_005823.1	1918114	1918645	unaware	35	+	3	2542
NC_005823.1	1918260	1918578	unaware	7	+	1	2543
NC_005823.1	1919251	1919730	LIC_RS07970	79	+	6	2544
NC_005823.1	1919331	1920179	LIC_RS07975	1	+	1	2545
NC_005823.1	1919453	1919831	LIC_RS07975	19	+	3	2546
NC_005823.1	1919515	1919701	LIC_RS07975	1	+	1	2547
NC_005823.1	1919724	1919870	LIC_RS07980	5	+	1	2548
NC_005823.1	1920437	1920650	unaware	3	+	1	2549
NC_005823.1	1920729	1921441	LIC_RS07990	328	+	6	2550
NC_005823.1	1920835	1921451	LIC_RS07990	1	+	1	2551
NC_005823.1	1920923	1921471	LIC_RS07990	1	+	3	2552
NC_005823.1	1921217	1921506	LIC_RS07995	796	+	1	2553
NC_005823.1	1922045	1923322	LIC_RS08000	38	+	1	2554
NC_005823.1	1922095	1923567	LIC_RS08000	22	+	4	2555
NC_005823.1	1922828	1923502	LIC_RS08005	48	+	5	2556
NC_005823.1	1925005	1925507	LIC_RS08015	4	+	1	2557
NC_005823.1	1925050	1925559	LIC_RS08015	2	+	1	2558
NC_005823.1	1925398	1925706	unaware:LIC_RS08020	39	+	5	2559
NC_005823.1	1925459	1925776	LIC_RS08020	174	+	6	2560
NC_005823.1	1926131	1926655	unaware	2	+	1	2561
NC_005823.1	1926612	1927114	unaware	2	+	1	2562
NC_005823.1	1927414	1927874	LIC_RS08035	103	+	5	2563
NC_005823.1	1928138	1928572	unaware	19	+	5	2564
NC_005823.1	1928320	1928799	unaware:LIC_RS08040	38	+	4	2565
NC_005823.1	1928522	1928844	LIC_RS08040	17	+	2	2566
NC_005823.1	1928589	1928813	LIC_RS08040	1	+	1	2567
NC_005823.1	1928626	1928834	LIC_RS08040	17	+	3	2568
NC_005823.1	1928862	1929302	unaware	2	+	1	2569
NC_005823.1	1929720	1930666	LIC_RS08045	13	+	1	2570
NC_005823.1	1931293	1931600	LIC_RS08050	93	+	1	2571
NC_005823.1	1931821	1932519	unaware	2	+	1	2572
NC_005823.1	1933068	1933992	LIC_RS08055	12	+	4	2573
NC_005823.1	1934408	1935374	LIC_RS08060	96	+	5	2574
NC_005823.1	1934447	1934980	LIC_RS08065	78	+	2	2575
NC_005823.1	1935366	1935790	LIC_RS08070	4	+	1	2576
NC_005823.1	1936073	1936678	LIC_RS08080	1	+	1	2577
NC_005823.1	1936137	1936804	LIC_RS08080	1	+	1	2578
NC_005823.1	1936264	1936767	LIC_RS08080	1	+	1	2579
NC_005823.1	1936287	1936914	LIC_RS08080	1	+	1	2580
NC_005823.1	1937726	1938855	LIC_RS08085:unaware	45	+	4	2581
NC_005823.1	1938009	1938370	LIC_RS08085	14	+	2	2582
NC_005823.1	1939602	1939777	LIC_RS08090	9	+	1	2583
NC_005823.1	1940098	1940383	LIC_RS08095	33	+	4	2584
NC_005823.1	1941633	1941781	unaware	4	+	1	2585
NC_005823.1	1941848	1942892	LIC_RS08105	1	+	1	2586
NC_005823.1	1942051	1942618	LIC_RS23335	2	+	1	2587
NC_005823.1	1942163	1942730	LIC_RS08105	1	+	1	2588
NC_005823.1	1942478	1943296	LIC_RS08105	1	+	1	2589
NC_005823.1	1943739	1944827	LIC_RS08115	4	+	1	2590
NC_005823.1	1943835	1945106	LIC_RS08115	7	+	4	2591
NC_005823.1	1944051	1944520	LIC_RS23135	3	+	1	2592
NC_005823.1	1945328	1945650	unaware	2	+	1	2593
NC_005823.1	1949261	1949748	unaware	7	+	2	2594
NC_005823.1	1949363	1949692	unaware	18	+	4	2595
NC_005823.1	1951014	1951450	unaware	2	+	2	2596
NC_005823.1	1951224	1952080	unaware	4	+	1	2597
NC_005823.1	1951347	1952081	unaware	3	+	1	2598
NC_005823.1	1952089	1952668	unaware	5	+	1	2599
NC_005823.1	1952387	1953107	unaware	4	+	1	2600
NC_005823.1	1952862	1953647	LIC_RS08160	5	+	2	2601
NC_005823.1	1953232	1954185	unaware:LIC_RS08160:unaware	14	+	4	2602
NC_005823.1	1955959	1956796	LIC_RS08170	78	+	5	2603
NC_005823.1	1957512	1958252	LIC_RS08180	1	+	1	2604
NC_005823.1	1957594	1957862	LIC_RS08180	1	+	1	2605
NC_005823.1	1957731	1958291	LIC_RS08180	1	+	1	2606
NC_005823.1	1958398	1959525	LIC_RS08185:LIC_RS08190:LIC_RS08185	35	+	7	2607
NC_005823.1	1958434	1959809	LIC_RS08185	1	+	1	2608
NC_005823.1	1959340	1959968	LIC_RS08190	26	+	5	2609
NC_005823.1	1959504	1960026	LIC_RS08190	2	+	1	2610
NC_005823.1	1959816	1961611	LIC_RS08195	1	+	1	2611
NC_005823.1	1960040	1960157	LIC_RS08195	1	+	1	2612
NC_005823.1	1960071	1960183	LIC_RS08195	1	+	1	2613
NC_005823.1	1962824	1964599	LIC_RS08200	6	+	4	2614
NC_005823.1	1966148	1966411	unaware	2	+	1	2615
NC_005823.1	1966454	1967305	LIC_RS08215	13	+	5	2616
NC_005823.1	1966493	1966998	LIC_RS08220	9	+	1	2617
NC_005823.1	1966675	1967152	LIC_RS08220	11	+	2	2618
NC_005823.1	1967589	1968587	LIC_RS08225	14	+	7	2619
NC_005823.1	1968698	1969764	LIC_RS08230	19	+	4	2620
NC_005823.1	1970922	1971093	unaware	2	+	1	2621
NC_005823.1	1971392	1971848	unaware	2	+	1	2622
NC_005823.1	1971569	1972158	unaware	2	+	1	2623
NC_005823.1	1972314	1972931	LIC_RS08245	1	+	1	2624
NC_005823.1	1972371	1973176	LIC_RS08245	1	+	1	2625
NC_005823.1	1972505	1972952	LIC_RS08245	1	+	1	2626
NC_005823.1	1972622	1973210	unaware	10	+	3	2627
NC_005823.1	1972672	1973630	LIC_RS08250:unaware	12	+	4	2628
NC_005823.1	1973190	1973735	LIC_RS08250	3	+	1	2629
NC_005823.1	1974201	1974656	LIC_RS08255	1	+	1	2630
NC_005823.1	1974275	1974743	LIC_RS08255	5	+	2	2631
NC_005823.1	1974401	1974589	LIC_RS08255	1	+	1	2632
NC_005823.1	1974576	1975094	unaware	43	+	2	2633
NC_005823.1	1976536	1977431	LIC_RS08265	3	+	1	2634
NC_005823.1	1976933	1977163	unaware	3	+	1	2635
NC_005823.1	1978344	1978654	LIC_RS08270	8	+	1	2636
NC_005823.1	1981869	1984208	unaware	2	+	1	2637
NC_005823.1	1982331	1983391	LIC_RS08295	140	+	5	2638
NC_005823.1	1983594	1984201	unaware	330	+	1	2639
NC_005823.1	1984010	1984234	LIC_RS08300	311	+	6	2640
NC_005823.1	1984154	1984952	LIC_RS08305:LIC_RS08300	19	+	2	2641
NC_005823.1	1984649	1985612	LIC_RS08305	1	+	1	2642
NC_005823.1	1984966	1985430	LIC_RS08310	6	+	1	2643
NC_005823.1	1985102	1986774	LIC_RS08310	1	+	1	2644
NC_005823.1	1986642	1986960	unaware	10	+	1	2645
NC_005823.1	1987913	1988619	LIC_RS08315	13	+	4	2646
NC_005823.1	1990385	1991102	LIC_RS08320:LIC_RS08325	3	+	2	2647
NC_005823.1	1990422	1991155	LIC_RS08320	24	+	6	2648
NC_005823.1	1990720	1991766	LIC_RS08325	1	+	1	2649
NC_005823.1	1990822	1991146	LIC_RS08325	1	+	1	2650
NC_005823.1	1991505	1991860	LIC_RS08330	1	+	1	2651
NC_005823.1	1991833	1991967	LIC_RS08330	1	+	1	2652
NC_005823.1	1993072	1993635	unaware	13	+	2	2653
NC_005823.1	1994201	1994952	LIC_RS08340	41	+	5	2654
NC_005823.1	1995235	1995791	LIC_RS08345	61	+	5	2655
NC_005823.1	1995270	1996583	LIC_RS08345	2	+	1	2656
NC_005823.1	1996147	1997521	LIC_RS08350	1	+	1	2657
NC_005823.1	1996296	1997449	LIC_RS08350	1	+	1	2658
NC_005823.1	1997260	1997450	LIC_RS08350	1	+	1	2659
NC_005823.1	1997416	1997815	LIC_RS08350	1	+	1	2660
NC_005823.1	1997448	1998206	unaware	27	+	3	2661
NC_005823.1	2000382	2000838	unaware	12	+	2	2662
NC_005823.1	2001127	2001586	unaware	3	+	1	2663
NC_005823.1	2001170	2001340	unaware	2	+	2	2664
NC_005823.1	2001768	2004358	LIC_RS08370	1	+	1	2665
NC_005823.1	2001791	2002996	LIC_RS08370	1	+	2	2666
NC_005823.1	2002014	2002459	LIC_RS08370	1	+	1	2667
NC_005823.1	2002095	2003032	LIC_RS08375:unaware:LIC_RS08375	8	+	4	2668
NC_005823.1	2002774	2004203	unaware	6	+	1	2669
NC_005823.1	2003192	2003435	unaware	2	+	1	2670
NC_005823.1	2005929	2006633	LIC_RS22995	2	+	2	2671
NC_005823.1	2006032	2006571	LIC_RS22995	2	+	2	2672
NC_005823.1	2007991	2008564	unaware	2	+	1	2673
NC_005823.1	2008168	2009578	unaware	10	+	2	2674
NC_005823.1	2009357	2010636	LIC_RS08405	245	+	6	2675
NC_005823.1	2011583	2011793	unaware	2	+	2	2676
NC_005823.1	2012499	2013394	LIC_RS08425:unaware	2	+	2	2677
NC_005823.1	2012597	2013582	LIC_RS08425	1	+	1	2678
NC_005823.1	2012651	2013432	LIC_RS08425	1	+	1	2679
NC_005823.1	2012904	2013453	LIC_RS08425	1	+	1	2680
NC_005823.1	2013083	2013720	LIC_RS08425	2	+	3	2681
NC_005823.1	2013131	2013443	LIC_RS08425	2	+	1	2682
NC_005823.1	2013214	2013977	unaware:LIC_RS08430:unaware	16	+	5	2683
NC_005823.1	2013268	2013912	LIC_RS08430	1	+	1	2684
NC_005823.1	2013736	2014248	LIC_RS08430	5	+	3	2685
NC_005823.1	2014647	2015967	LIC_RS08435	3	+	1	2686
NC_005823.1	2015316	2015668	LIC_RS08435	2	+	1	2687
NC_005823.1	2017741	2017881	unaware	4	+	1	2688
NC_005823.1	2019086	2019849	unaware	5	+	1	2689
NC_005823.1	2020172	2020533	unaware	2	+	1	2690
NC_005823.1	2020611	2020999	unaware	2	+	1	2691
NC_005823.1	2022081	2022490	unaware	3	+	1	2692
NC_005823.1	2022398	2023134	unaware	11	+	4	2693
NC_005823.1	2022705	2023442	LIC_RS08470	21	+	2	2694
NC_005823.1	2022767	2023778	LIC_RS08470:LIC_RS08475	65	+	6	2695
NC_005823.1	2023109	2023696	LIC_RS08475	79	+	4	2696
NC_005823.1	2024920	2025605	unaware	5	+	2	2697
NC_005823.1	2025379	2026049	LIC_RS08500	1	+	1	2698
NC_005823.1	2025515	2026273	LIC_RS08500	1	+	1	2699
NC_005823.1	2025760	2026580	LIC_RS08500	2	+	2	2700
NC_005823.1	2025802	2026640	LIC_RS08500	1	+	1	2701
NC_005823.1	2025899	2026405	LIC_RS08500	1	+	1	2702
NC_005823.1	2025946	2026796	unaware	25	+	3	2703
NC_005823.1	2026856	2027062	unaware	2	+	1	2704
NC_005823.1	2028948	2029442	unaware	4	+	2	2705
NC_005823.1	2029628	2030547	unaware	4	+	1	2706
NC_005823.1	2031727	2032629	LIC_RS08525	16	+	4	2707
NC_005823.1	2032904	2033130	unaware	4	+	1	2708
NC_005823.1	2033261	2034016	LIC_RS08530	1	+	1	2709
NC_005823.1	2033731	2034531	LIC_RS08530	1	+	1	2710
NC_005823.1	2034597	2035557	LIC_RS08535	1	+	1	2711
NC_005823.1	2034659	2035509	LIC_RS08535	1	+	2	2712
NC_005823.1	2038591	2039349	unaware	2	+	1	2713
NC_005823.1	2038653	2039459	LIC_RS08550	72	+	6	2714
NC_005823.1	2041663	2042527	unaware	3	+	2	2715
NC_005823.1	2042363	2042891	LIC_RS08570	1	+	1	2716
NC_005823.1	2042469	2043013	LIC_RS08570	2	+	1	2717
NC_005823.1	2042491	2043183	LIC_RS08570	1	+	1	2718
NC_005823.1	2042592	2043039	LIC_RS08570	1	+	1	2719
NC_005823.1	2042689	2043191	LIC_RS08570	2	+	1	2720
NC_005823.1	2042710	2043274	LIC_RS08570:unaware:LIC_RS08575:LIC_RS08575:unaware	44	+	5	2721
NC_005823.1	2043387	2044127	unaware	9	+	1	2722
NC_005823.1	2044494	2045149	LIC_RS08580	3	+	1	2723
NC_005823.1	2048281	2049010	unaware	2	+	2	2724
NC_005823.1	2050200	2050545	unaware	3	+	1	2725
NC_005823.1	2051654	2052093	unaware	2	+	1	2726
NC_005823.1	2052261	2052584	unaware	3	+	3	2727
NC_005823.1	2053828	2054423	unaware	3	+	2	2728
NC_005823.1	2054302	2054864	unaware	3	+	3	2729
NC_005823.1	2055256	2055910	LIC_RS08630	1	+	1	2730
NC_005823.1	2055300	2055850	LIC_RS08630:unaware:LIC_RS08630	3	+	3	2731
NC_005823.1	2055574	2055791	LIC_RS08630	1	+	1	2732
NC_005823.1	2055601	2055908	LIC_RS08630	8	+	2	2733
NC_005823.1	2056039	2057469	unaware	2	+	1	2734
NC_005823.1	2056191	2056595	unaware	5	+	1	2735
NC_005823.1	2056432	2057444	LIC_RS08635	18	+	4	2736
NC_005823.1	2058335	2058717	LIC_RS08640	1	+	1	2737
NC_005823.1	2058364	2058634	LIC_RS08640	1	+	1	2738
NC_005823.1	2058500	2058723	LIC_RS08640	2	+	2	2739
NC_005823.1	2058753	2059358	unaware	2	+	1	2740
NC_005823.1	2060378	2061544	unaware	2	+	1	2741
NC_005823.1	2060719	2062089	LIC_RS08645	9	+	6	2742
NC_005823.1	2061717	2063827	LIC_RS08650	4	+	1	2743
NC_005823.1	2064884	2065551	unaware:LIC_RS08665	4	+	2	2744
NC_005823.1	2064924	2065304	LIC_RS08665	2	+	1	2745
NC_005823.1	2065047	2065483	LIC_RS08665	1	+	1	2746
NC_005823.1	2065150	2065391	LIC_RS08665	1	+	1	2747
NC_005823.1	2065224	2065480	LIC_RS08665	1	+	1	2748
NC_005823.1	2065273	2065777	unaware	33	+	5	2749
NC_005823.1	2066226	2067279	LIC_RS08670	1	+	1	2750
NC_005823.1	2066263	2067219	LIC_RS08670	1	+	1	2751
NC_005823.1	2066536	2067380	LIC_RS08670	1	+	1	2752
NC_005823.1	2066692	2067324	LIC_RS08670	6	+	2	2753
NC_005823.1	2066903	2067508	LIC_RS08670	1	+	1	2754
NC_005823.1	2069480	2069863	unaware	3	+	1	2755
NC_005823.1	2072911	2074033	LIC_RS08710	12	+	4	2756
NC_005823.1	2073171	2074231	unaware	2	+	1	2757
NC_005823.1	2073608	2074389	unaware	2	+	1	2758
NC_005823.1	2077989	2078512	unaware	2	+	1	2759
NC_005823.1	2078461	2078744	unaware	8	+	3	2760
NC_005823.1	2078809	2079244	unaware	5	+	2	2761
NC_005823.1	2078889	2079250	unaware	6	+	1	2762
NC_005823.1	2078931	2079279	unaware	3	+	1	2763
NC_005823.1	2083201	2083661	unaware	8	+	1	2764
NC_005823.1	2084708	2086050	LIC_RS08740	140	+	6	2765
NC_005823.1	2085583	2085848	LIC_RS08745	15	+	1	2766
NC_005823.1	2086302	2086646	unaware	4	+	1	2767
NC_005823.1	2087327	2087676	unaware	2	+	1	2768
NC_005823.1	2089406	2090028	unaware	2	+	1	2769
NC_005823.1	2089454	2089810	unaware	2	+	1	2770
NC_005823.1	2091094	2092852	unaware	13	+	4	2771
NC_005823.1	2092308	2094277	LIC_RS08770	1	+	1	2772
NC_005823.1	2094041	2094282	LIC_RS08770	1	+	2	2773
NC_005823.1	2094105	2094491	LIC_RS08770	1	+	1	2774
NC_005823.1	2094173	2094287	LIC_RS08770	1	+	1	2775
NC_005823.1	2094668	2095247	unaware	2	+	1	2776
NC_005823.1	2095717	2095953	unaware	2	+	1	2777
NC_005823.1	2096590	2097238	LIC_RS08785	1	+	1	2778
NC_005823.1	2096723	2098034	LIC_RS08785	1	+	1	2779
NC_005823.1	2096789	2097203	LIC_RS08785	1	+	1	2780
NC_005823.1	2097162	2098124	LIC_RS08785	1	+	1	2781
NC_005823.1	2097609	2098340	LIC_RS08790	1	+	1	2782
NC_005823.1	2097769	2098238	LIC_RS08790	1	+	1	2783
NC_005823.1	2098455	2098726	LIC_RS08795	1	+	1	2784
NC_005823.1	2098521	2098896	LIC_RS08795	1	+	1	2785
NC_005823.1	2098543	2099403	LIC_RS08795	3	+	2	2786
NC_005823.1	2099145	2100054	LIC_RS08810:LIC_RS08800	21	+	4	2787
NC_005823.1	2099196	2099659	LIC_RS08800	1	+	1	2788
NC_005823.1	2100493	2100940	LIC_RS08810	1	+	1	2789
NC_005823.1	2100538	2100956	LIC_RS08810	1	+	1	2790
NC_005823.1	2100641	2101588	LIC_RS08810	2	+	1	2791
NC_005823.1	2100753	2101364	LIC_RS08810	1	+	2	2792
NC_005823.1	2100792	2101366	unaware	15	+	2	2793
NC_005823.1	2100825	2101875	LIC_RS20880:unaware	57	+	4	2794
NC_005823.1	2103398	2103911	unaware	8	+	4	2795
NC_005823.1	2103564	2105733	unaware	7	+	1	2796
NC_005823.1	2103781	2105132	LIC_RS08820	21	+	6	2797
NC_005823.1	2109160	2109499	LIC_RS08830	1198	+	8	2798
NC_005823.1	2109739	2110558	LIC_RS08835	83	+	5	2799
NC_005823.1	2109985	2110395	LIC_RS08840	90	+	2	2800
NC_005823.1	2111361	2111758	unaware	3	+	1	2801
