chrom	strand	start	end	numGenes	numOfReads	genesIncluded
NC_005823.1	-	1176128	1177746	1	116	LIC_RS05035
NC_005823.1	-	1178375	1180078	1	7	LIC_RS05040
NC_005823.1	-	1183085	1183484	1	5	LIC_RS05050
NC_005823.1	-	1183835	1184402	2	1	LIC_RS05050:LIC_RS05055
NC_005823.1	-	1184236	1185646	1	9	LIC_RS05055
NC_005823.1	-	1186160	1187698	1	235	LIC_RS05060
NC_005823.1	-	1186856	1188395	2	14	LIC_RS05060:LIC_RS05070
NC_005823.1	-	1187695	1188618	1	6	LIC_RS05070
NC_005823.1	-	1188186	1189438	2	8	LIC_RS05070:LIC_RS05075
NC_005823.1	-	1188656	1190260	1	54	LIC_RS05075
NC_005823.1	-	1192723	1192988	1	2	LIC_RS20460
NC_005823.1	-	1192887	1193465	2	2	LIC_RS20460:LIC_RS05090
NC_005823.1	-	1193029	1193467	1	15	LIC_RS05090
NC_005823.1	-	1211334	1212586	1	10	LIC_RS05135
NC_005823.1	-	1216868	1218059	1	33	LIC_RS05155
NC_005823.1	-	1220467	1222630	1	1330	LIC_RS05175
NC_005823.1	-	1220861	1223010	2	309	LIC_RS05175:LIC_RS05180
NC_005823.1	-	1221256	1223651	3	10	LIC_RS05175:LIC_RS05180:LIC_RS05185
NC_005823.1	-	1222599	1223040	1	381	LIC_RS05180
NC_005823.1	-	1222604	1223904	2	31	LIC_RS05180:LIC_RS05185
NC_005823.1	-	1222724	1224259	3	2	LIC_RS05180:LIC_RS05185:LIC_RS05190
NC_005823.1	-	1222997	1224164	1	75	LIC_RS05185
NC_005823.1	-	1223710	1224662	2	28	LIC_RS05185:LIC_RS05190
NC_005823.1	-	1223954	1225230	3	1	LIC_RS05185:LIC_RS05190:LIC_RS05195
NC_005823.1	-	1224238	1224662	1	69	LIC_RS05190
NC_005823.1	-	1224301	1225226	2	18	LIC_RS05190:LIC_RS05195
NC_005823.1	-	1224676	1225632	1	28	LIC_RS05195
NC_005823.1	-	1227085	1228917	1	148	LIC_RS05210
NC_005823.1	-	1244195	1245215	1	6	LIC_RS05260
NC_005823.1	-	1244594	1245583	2	5	LIC_RS05260:LIC_RS05265
NC_005823.1	-	1244729	1245790	3	2	LIC_RS05260:LIC_RS05265:LIC_RS19560
NC_005823.1	-	1245759	1251616	1	25	LIC_RS19560
NC_005823.1	-	1252653	1253164	1	3	LIC_RS23295
NC_005823.1	-	1253082	1254158	3	2	LIC_RS23295:LIC_RS23300:LIC_RS05290
NC_005823.1	-	1253248	1254160	2	17	LIC_RS23300:LIC_RS05290
NC_005823.1	-	1253457	1255309	1	37	LIC_RS05290
NC_005823.1	-	1254748	1256350	2	32	LIC_RS05290:LIC_RS05295
NC_005823.1	-	1255364	1256502	1	112	LIC_RS05295
NC_005823.1	-	1268676	1269040	1	3	LIC_RS05320
NC_005823.1	-	1269247	1270338	1	15	LIC_RS05325
NC_005823.1	-	1273230	1274415	1	17	LIC_RS05340
NC_005823.1	-	1273889	1275029	3	10	LIC_RS05340:LIC_RS05345:LIC_RS05350
NC_005823.1	-	1274071	1274865	2	20	LIC_RS05340:LIC_RS05345
NC_005823.1	-	1274488	1274863	1	6	LIC_RS05345
NC_005823.1	-	1274521	1275679	2	15	LIC_RS05345:LIC_RS05350
NC_005823.1	-	1274916	1276094	1	48	LIC_RS05350
NC_005823.1	-	1280364	1280872	1	5	LIC_RS05375
NC_005823.1	-	1281295	1281767	1	3	LIC_RS20530
NC_005823.1	-	1282737	1283001	2	1	LIC_RS05380:LIC_RS05385
NC_005823.1	-	1283068	1283879	1	4	LIC_RS05385
NC_005823.1	-	1283417	1284448	1	19	LIC_RS05390
NC_005823.1	-	1283817	1285254	2	4	LIC_RS05390:LIC_RS05395
NC_005823.1	-	1284415	1285876	1	38	LIC_RS05395
NC_005823.1	-	1288646	1290548	2	7	LIC_RS05415:LIC_RS05420
NC_005823.1	-	1288646	1290083	1	96	LIC_RS05415
NC_005823.1	-	1289973	1291130	1	16	LIC_RS05420
NC_005823.1	-	1293152	1295471	1	53	LIC_RS05430
NC_005823.1	-	1297481	1298732	1	9	LIC_RS05440
NC_005823.1	-	1300336	1301196	1	38	LIC_RS05450
NC_005823.1	-	1300691	1301588	2	11	LIC_RS05450:LIC_RS05455
NC_005823.1	-	1300865	1303611	4	1	LIC_RS05450:LIC_RS05455:LIC_RS05460:LIC_RS05465
NC_005823.1	-	1301085	1301792	3	1	LIC_RS05450:LIC_RS05455:LIC_RS05460
NC_005823.1	-	1301165	1301641	1	2	LIC_RS05455
NC_005823.1	-	1301457	1302080	2	5	LIC_RS05455:LIC_RS05460
NC_005823.1	-	1301783	1303165	1	15	LIC_RS05460
NC_005823.1	-	1302812	1303918	2	1	LIC_RS05460:LIC_RS05465
NC_005823.1	-	1303108	1304421	4	2	LIC_RS05460:LIC_RS05465:LIC_RS05470:LIC_RS23305
NC_005823.1	-	1303153	1304211	3	1	LIC_RS05460:LIC_RS05465:LIC_RS05470
NC_005823.1	-	1303155	1304253	2	12	LIC_RS05465:LIC_RS05470
NC_005823.1	-	1303252	1303923	1	18	LIC_RS05465
NC_005823.1	-	1303270	1304455	3	66	LIC_RS05465:LIC_RS05470:LIC_RS23305
NC_005823.1	-	1303914	1304274	1	9	LIC_RS05470
NC_005823.1	-	1303918	1304633	2	156	LIC_RS05470:LIC_RS23305
NC_005823.1	-	1304253	1304617	1	28	LIC_RS23305
NC_005823.1	-	1305125	1306783	1	19	LIC_RS05480
NC_005823.1	-	1312194	1313871	1	42	LIC_RS05495
NC_005823.1	-	1313717	1315057	1	49	LIC_RS05500
NC_005823.1	-	1317390	1319622	1	197	LIC_RS05510
NC_005823.1	-	1317617	1320001	2	178	LIC_RS05510:LIC_RS05515
NC_005823.1	-	1319626	1320099	1	142	LIC_RS05515
NC_005823.1	-	1320303	1321658	1	20	LIC_RS05520
NC_005823.1	-	1321920	1323548	1	61	LIC_RS05530
NC_005823.1	-	1322155	1323893	2	869	LIC_RS05530:LIC_RS05535
NC_005823.1	-	1323086	1323953	3	80	LIC_RS05530:LIC_RS05535:LIC_RS05540
NC_005823.1	-	1323486	1323896	1	613	LIC_RS05535
NC_005823.1	-	1323486	1324468	2	157	LIC_RS05535:LIC_RS05540
NC_005823.1	-	1323814	1324824	3	2	LIC_RS05535:LIC_RS05540:LIC_RS05545
NC_005823.1	-	1323915	1324644	1	34	LIC_RS05540
NC_005823.1	-	1324179	1325418	2	16	LIC_RS05540:LIC_RS05545
NC_005823.1	-	1324668	1325420	1	24	LIC_RS05545
NC_005823.1	-	1327113	1329434	1	116	LIC_RS05555
NC_005823.1	-	1330612	1331189	1	2	LIC_RS05570
NC_005823.1	-	1332064	1333044	1	23	LIC_RS05575
NC_005823.1	-	1333031	1333285	2	1	LIC_RS05575:LIC_RS05580
NC_005823.1	-	1333098	1335566	1	30	LIC_RS05580
NC_005823.1	-	1334957	1336282	2	4	LIC_RS05580:LIC_RS05585
NC_005823.1	-	1335590	1336332	1	18	LIC_RS05585
NC_005823.1	-	1336699	1338292	1	169	LIC_RS05590
NC_005823.1	-	1340252	1341574	1	11	LIC_RS05600
NC_005823.1	-	1340320	1342445	3	4	LIC_RS05600:LIC_RS05605:LIC_RS05610
NC_005823.1	-	1341078	1341659	2	2	LIC_RS05600:LIC_RS05605
NC_005823.1	-	1341689	1342309	2	3	LIC_RS05605:LIC_RS05610
NC_005823.1	-	1342003	1342795	1	2	LIC_RS05610
NC_005823.1	-	1342210	1343465	2	1	LIC_RS05610:LIC_RS05615
NC_005823.1	-	1342852	1343684	1	4	LIC_RS05615
NC_005823.1	-	1343711	1344240	2	1	LIC_RS05615:LIC_RS05620
NC_005823.1	-	1343879	1344580	1	2	LIC_RS05620
NC_005823.1	-	1344891	1345690	1	13	LIC_RS05625
NC_005823.1	-	1345490	1346080	2	2	LIC_RS05625:LIC_RS05630
NC_005823.1	-	1345978	1346421	1	4	LIC_RS05630
NC_005823.1	-	1345984	1346739	2	55	LIC_RS05630:LIC_RS05635
NC_005823.1	-	1346442	1346790	1	77	LIC_RS05635
NC_005823.1	-	1352052	1352622	1	5	LIC_RS05660
NC_005823.1	-	1352252	1352926	2	7	LIC_RS05660:LIC_RS05665
NC_005823.1	-	1352655	1353788	1	5	LIC_RS05665
NC_005823.1	-	1353513	1354341	2	3	LIC_RS05665:LIC_RS05670
NC_005823.1	-	1354108	1355200	1	6	LIC_RS05670
NC_005823.1	-	1355209	1355562	1	1	LIC_RS05675
NC_005823.1	-	1360409	1361653	1	7	LIC_RS05690
NC_005823.1	-	1362512	1363415	1	26	LIC_RS05695
NC_005823.1	-	1362938	1364029	2	3	LIC_RS05695:LIC_RS05700
NC_005823.1	-	1363282	1366955	1	142	LIC_RS05700
NC_005823.1	-	1364180	1367805	2	12	LIC_RS05700:LIC_RS05705
NC_005823.1	-	1366968	1367805	1	16	LIC_RS05705
NC_005823.1	-	1371657	1372845	1	105	LIC_RS05725
NC_005823.1	-	1372556	1373495	2	8	LIC_RS05725:LIC_RS05730
NC_005823.1	-	1372933	1374198	1	37	LIC_RS05730
NC_005823.1	-	1373753	1375589	2	7	LIC_RS05730:LIC_RS05735
NC_005823.1	-	1374280	1375643	1	37	LIC_RS05735
NC_005823.1	-	1374544	1376532	2	11	LIC_RS05735:LIC_RS05740
NC_005823.1	-	1375744	1376535	1	34	LIC_RS05740
NC_005823.1	-	1381332	1382446	1	6	LIC_RS05770
NC_005823.1	-	1388959	1389931	1	9	LIC_RS05800
NC_005823.1	-	1389892	1391139	2	3	LIC_RS05800:LIC_RS05805
NC_005823.1	-	1390129	1391147	1	20	LIC_RS05805
NC_005823.1	-	1390982	1391268	2	2	LIC_RS05805:LIC_RS05810
NC_005823.1	-	1391128	1392120	1	12	LIC_RS05810
NC_005823.1	-	1391769	1392610	2	3	LIC_RS05810:LIC_RS05815
NC_005823.1	-	1392271	1393162	1	28	LIC_RS05815
NC_005823.1	-	1392548	1394122	2	21	LIC_RS05815:LIC_RS05820
NC_005823.1	-	1393180	1394153	1	17	LIC_RS05820
NC_005823.1	-	1393735	1394185	2	4	LIC_RS05820:LIC_RS05825
NC_005823.1	-	1394338	1395120	1	10	LIC_RS05825
NC_005823.1	-	1395108	1396076	1	3	LIC_RS05835
NC_005823.1	-	1397025	1399169	1	81	LIC_RS05840
NC_005823.1	-	1403175	1405132	1	44	LIC_RS05865
NC_005823.1	-	1404637	1405717	2	5	LIC_RS05865:LIC_RS05870
NC_005823.1	-	1404832	1406286	3	2	LIC_RS05865:LIC_RS05870:LIC_RS05875
NC_005823.1	-	1404945	1405726	1	38	LIC_RS05870
NC_005823.1	-	1405072	1407784	2	33	LIC_RS05870:LIC_RS05875
NC_005823.1	-	1405719	1407789	1	190	LIC_RS05875
NC_005823.1	-	1411383	1412324	1	20	LIC_RS05895
NC_005823.1	-	1412413	1413254	1	2	LIC_RS05900
NC_005823.1	-	1421661	1422897	1	128	LIC_RS05935
NC_005823.1	-	1425280	1427584	1	115	LIC_RS05950
NC_005823.1	-	1427393	1427983	1	3	LIC_RS05960
NC_005823.1	-	1428778	1430527	1	30	LIC_RS05970
NC_005823.1	-	1434197	1434716	1	4	LIC_RS05995
NC_005823.1	-	1434364	1435136	2	13	LIC_RS05995:LIC_RS06000
NC_005823.1	-	1434845	1435187	1	25	LIC_RS06000
NC_005823.1	-	1435088	1436019	2	5	LIC_RS06000:LIC_RS06005
NC_005823.1	-	1435157	1436019	1	71	LIC_RS06005
NC_005823.1	-	1437690	1438543	2	8	LIC_RS06020:LIC_RS20600
NC_005823.1	-	1437706	1438453	1	10	LIC_RS06020
NC_005823.1	-	1443652	1444352	1	4	LIC_RS22945
NC_005823.1	-	1444730	1446314	1	31	LIC_RS06040
NC_005823.1	-	1447760	1448371	1	7	LIC_RS06055
NC_005823.1	-	1454562	1456253	1	144	LIC_RS06085
NC_005823.1	-	1467006	1468185	1	2	LIC_RS23130
NC_005823.1	-	1469871	1471022	1	269	LIC_RS06140
NC_005823.1	-	1470615	1472014	2	4	LIC_RS06140:LIC_RS06145
NC_005823.1	-	1470953	1472016	1	61	LIC_RS06145
NC_005823.1	-	1486770	1488221	1	149	LIC_RS06210
NC_005823.1	-	1490115	1491300	1	181	LIC_RS06220
NC_005823.1	-	1493487	1494659	1	9	LIC_RS06230
NC_005823.1	-	1494356	1495227	2	1	LIC_RS06230:LIC_RS06235
NC_005823.1	-	1494863	1495874	3	1	LIC_RS06230:LIC_RS06235:LIC_RS06240
NC_005823.1	-	1494921	1495876	2	5	LIC_RS06235:LIC_RS06240
NC_005823.1	-	1495697	1496071	1	2	LIC_RS06240
NC_005823.1	-	1497606	1497825	1	1	LIC_RS06250
NC_005823.1	-	1511713	1512817	1	6	LIC_RS06295
NC_005823.1	-	1515005	1515425	1	1	LIC_RS06305
NC_005823.1	-	1515616	1515984	1	2	LIC_RS06310
NC_005823.1	-	1516722	1517468	1	7	LIC_RS06315
NC_005823.1	-	1516827	1517920	2	9	LIC_RS06315:LIC_RS06320
NC_005823.1	-	1517490	1519183	1	31	LIC_RS06320
NC_005823.1	-	1519975	1521276	1	22	LIC_RS06325
NC_005823.1	-	1524585	1525574	1	28	LIC_RS06335
NC_005823.1	-	1524710	1526398	2	79	LIC_RS06335:LIC_RS06340
NC_005823.1	-	1525602	1526453	1	301	LIC_RS06340
NC_005823.1	-	1544712	1545166	1	8	LIC_RS06430
NC_005823.1	-	1545579	1547162	1	59	LIC_RS06435
NC_005823.1	-	1547762	1549131	1	13	LIC_RS06450
NC_005823.1	-	1549977	1550195	1	1	LIC_RS06460
NC_005823.1	-	1551341	1552546	1	20	LIC_RS06465
NC_005823.1	-	1552323	1554125	1	50	LIC_RS06470
NC_005823.1	-	1561953	1562944	1	26	LIC_RS06505
NC_005823.1	-	1561954	1563523	2	9	LIC_RS06505:LIC_RS06510
NC_005823.1	-	1562925	1563663	1	753	LIC_RS06510
NC_005823.1	-	1564864	1566130	1	27	LIC_RS06520
NC_005823.1	-	1565893	1567122	2	1	LIC_RS06520:LIC_RS06525
NC_005823.1	-	1566269	1567970	1	24	LIC_RS06525
NC_005823.1	-	1570109	1571526	1	109	LIC_RS06535
NC_005823.1	-	1570391	1572686	3	4	LIC_RS06535:LIC_RS06540:LIC_RS06545
NC_005823.1	-	1570470	1572339	2	11	LIC_RS06535:LIC_RS06540
NC_005823.1	-	1571537	1572343	1	56	LIC_RS06540
NC_005823.1	-	1571538	1572909	2	76	LIC_RS06540:LIC_RS06545
NC_005823.1	-	1572351	1573103	1	37	LIC_RS06545
NC_005823.1	-	1572440	1574062	2	72	LIC_RS06545:LIC_RS06550
NC_005823.1	-	1573146	1574063	1	234	LIC_RS06550
NC_005823.1	-	1583716	1584338	1	35	LIC_RS06595
NC_005823.1	-	1584446	1585330	1	26	LIC_RS06600
NC_005823.1	-	1586410	1586711	1	4	LIC_RS06610
NC_005823.1	-	1597644	1600097	1	534	LIC_RS06655
NC_005823.1	-	1607430	1608932	1	42	LIC_RS06690
NC_005823.1	-	1608607	1609743	2	14	LIC_RS06690:LIC_RS06695
NC_005823.1	-	1608847	1609744	1	43	LIC_RS06695
NC_005823.1	-	1609228	1610465	2	62	LIC_RS06695:LIC_RS06700
NC_005823.1	-	1609763	1610649	1	49	LIC_RS06700
NC_005823.1	-	1613299	1614535	1	4	LIC_RS06720
NC_005823.1	-	1614614	1615356	1	32	LIC_RS22965
NC_005823.1	-	1614993	1616262	2	37	LIC_RS22965:LIC_RS06730
NC_005823.1	-	1615074	1616533	3	1	LIC_RS22965:LIC_RS06730:LIC_RS06735
NC_005823.1	-	1615190	1616485	1	70	LIC_RS06730
NC_005823.1	-	1615880	1617721	2	211	LIC_RS06730:LIC_RS06735
NC_005823.1	-	1615993	1618209	3	70	LIC_RS06730:LIC_RS06735:LIC_RS06740
NC_005823.1	-	1616509	1617725	1	104	LIC_RS06735
NC_005823.1	-	1616550	1618369	2	275	LIC_RS06735:LIC_RS06740
NC_005823.1	-	1617738	1618367	1	122	LIC_RS06740
NC_005823.1	-	1627113	1628468	1	40	LIC_RS06775
NC_005823.1	-	1629041	1630854	1	265	LIC_RS06780
NC_005823.1	-	1639407	1642368	1	54	LIC_RS06820
NC_005823.1	-	1640334	1643098	2	5	LIC_RS06820:LIC_RS06825
NC_005823.1	-	1642408	1643206	1	15	LIC_RS06825
NC_005823.1	-	1642648	1643843	2	6	LIC_RS06825:LIC_RS06830
NC_005823.1	-	1643187	1643903	3	1	LIC_RS06825:LIC_RS06830:LIC_RS06835
NC_005823.1	-	1643290	1643868	1	9	LIC_RS06830
NC_005823.1	-	1643297	1644784	2	24	LIC_RS06830:LIC_RS06835
NC_005823.1	-	1643905	1645099	1	30	LIC_RS06835
NC_005823.1	-	1645814	1646983	1	50	LIC_RS06845
NC_005823.1	-	1645893	1648973	3	4	LIC_RS06845:LIC_RS06850:LIC_RS06855
NC_005823.1	-	1646018	1648234	2	4	LIC_RS06845:LIC_RS06850
NC_005823.1	-	1646910	1648638	1	3547	LIC_RS06850
NC_005823.1	-	1646921	1649002	2	430	LIC_RS06850:LIC_RS06855
NC_005823.1	-	1648628	1649004	1	149	LIC_RS06855
NC_005823.1	-	1655223	1656954	1	33	LIC_RS06885
NC_005823.1	-	1658622	1659958	1	10	LIC_RS06895
NC_005823.1	-	1660518	1660809	2	2	LIC_RS06895:NC_005823.1:1660705..1660852
NC_005823.1	-	1660684	1660885	1	10	NC_005823.1:1660705..1660852
NC_005823.1	-	1661007	1662447	1	138	LIC_RS20725
NC_005823.1	-	1661342	1662669	2	4	LIC_RS20725:LIC_RS06915
NC_005823.1	-	1662741	1664511	3	1	LIC_RS06915:LIC_RS06920:LIC_RS06925
NC_005823.1	-	1663138	1663782	2	2	LIC_RS06920:LIC_RS06925
NC_005823.1	-	1663337	1665146	1	56	LIC_RS06925
NC_005823.1	-	1666010	1667335	1	3981	LIC_RS06940
NC_005823.1	-	1666772	1667739	2	7	LIC_RS06940:LIC_RS06945
NC_005823.1	-	1667120	1667880	1	21	LIC_RS06945
NC_005823.1	-	1670510	1672125	1	39	LIC_RS06965
NC_005823.1	-	1674019	1675698	1	109	LIC_RS06975
NC_005823.1	-	1675616	1676637	1	19	LIC_RS06980
NC_005823.1	-	1679009	1680158	2	7	LIC_RS06990:LIC_RS06995
NC_005823.1	-	1679020	1679435	1	37	LIC_RS06990
NC_005823.1	-	1679444	1680160	1	28	LIC_RS06995
NC_005823.1	-	1682550	1683550	1	33	LIC_RS07010
NC_005823.1	-	1704099	1705150	1	39	LIC_RS07105
NC_005823.1	-	1704609	1705634	2	12	LIC_RS07105:LIC_RS07110
NC_005823.1	-	1704642	1706110	3	8	LIC_RS07105:LIC_RS07110:LIC_RS07115
NC_005823.1	-	1705224	1706334	2	24	LIC_RS07110:LIC_RS07115
NC_005823.1	-	1705225	1705635	1	4	LIC_RS07110
NC_005823.1	-	1705548	1707064	4	1	LIC_RS07110:LIC_RS07115:LIC_RS07120:LIC_RS07125
NC_005823.1	-	1705626	1706439	1	72	LIC_RS07115
NC_005823.1	-	1705783	1706626	2	18	LIC_RS07115:LIC_RS07120
NC_005823.1	-	1705968	1707900	3	2	LIC_RS07115:LIC_RS07120:LIC_RS07125
NC_005823.1	-	1706290	1706999	1	53	LIC_RS07120
NC_005823.1	-	1706318	1708369	2	108	LIC_RS07120:LIC_RS07125
NC_005823.1	-	1707030	1708439	1	260	LIC_RS07125
NC_005823.1	-	1714612	1715582	1	9	LIC_RS07150
NC_005823.1	-	1715801	1716554	1	24	LIC_RS07155
NC_005823.1	-	1718426	1719657	1	33	LIC_RS07165
NC_005823.1	-	1719051	1720649	2	8	LIC_RS07165:LIC_RS07170
NC_005823.1	-	1719736	1720707	1	33	LIC_RS07170
NC_005823.1	-	1719921	1721253	2	9	LIC_RS07170:LIC_RS07175
NC_005823.1	-	1720743	1722128	1	19	LIC_RS07175
NC_005823.1	-	1722684	1723158	2	1	LIC_RS07175:LIC_RS07180
NC_005823.1	-	1722704	1724733	1	73	LIC_RS07180
NC_005823.1	-	1723349	1725026	2	15	LIC_RS07180:LIC_RS07185
NC_005823.1	-	1723753	1726325	3	28	LIC_RS07180:LIC_RS07185:LIC_RS07190
NC_005823.1	-	1724832	1726325	2	15	LIC_RS07185:LIC_RS07190
NC_005823.1	-	1725061	1726326	1	129	LIC_RS07190
NC_005823.1	-	1728277	1729165	1	220	LIC_RS07200
NC_005823.1	-	1728789	1730286	2	6	LIC_RS07200:LIC_RS07205
NC_005823.1	-	1729246	1731557	1	13	LIC_RS07205
NC_005823.1	-	1732064	1733618	1	255	LIC_RS07210
NC_005823.1	-	1737212	1737726	1	9	LIC_RS07230
NC_005823.1	-	1738016	1739321	1	26	LIC_RS07235
NC_005823.1	-	1738338	1740990	2	25	LIC_RS07235:LIC_RS07240
NC_005823.1	-	1739397	1741299	1	190	LIC_RS07240
NC_005823.1	-	1744864	1745786	1	5	LIC_RS07270
NC_005823.1	-	1745681	1746080	2	1	LIC_RS07270:LIC_RS07275
NC_005823.1	-	1745806	1746486	1	4	LIC_RS07275
NC_005823.1	-	1746328	1749297	1	191	LIC_RS07280
NC_005823.1	-	1748033	1750249	2	3	LIC_RS07280:LIC_RS07285
NC_005823.1	-	1749083	1750574	1	52	LIC_RS07285
NC_005823.1	-	1756287	1757862	1	5	LIC_RS07330
NC_005823.1	-	1758614	1762160	1	121	LIC_RS07340
NC_005823.1	-	1765776	1767398	1	84	LIC_RS07355
NC_005823.1	-	1766273	1768219	2	106	LIC_RS07355:LIC_RS07360
NC_005823.1	-	1767416	1769477	1	291	LIC_RS07360
NC_005823.1	-	1768259	1770827	2	79	LIC_RS07360:LIC_RS07365
NC_005823.1	-	1769524	1772516	1	409	LIC_RS07365
NC_005823.1	-	1778066	1779019	1	41	LIC_RS07385
NC_005823.1	-	1778109	1779513	2	73	LIC_RS07385:LIC_RS07390
NC_005823.1	-	1778284	1779638	3	14	LIC_RS07385:LIC_RS07390:LIC_RS07395
NC_005823.1	-	1779012	1779513	1	18	LIC_RS07390
NC_005823.1	-	1779013	1779912	2	11	LIC_RS07390:LIC_RS07395
NC_005823.1	-	1779493	1780061	1	26	LIC_RS07395
NC_005823.1	-	1781272	1783088	1	15	LIC_RS07405
NC_005823.1	-	1782923	1783141	1	1	LIC_RS07410
NC_005823.1	-	1786362	1788248	1	86	LIC_RS20770
NC_005823.1	-	1789260	1790184	1	36	LIC_RS07440
NC_005823.1	-	1804686	1806371	1	52	LIC_RS07495
NC_005823.1	-	1807144	1808477	1	22	LIC_RS07505
NC_005823.1	-	1810041	1811428	1	5	LIC_RS07510
NC_005823.1	-	1811941	1813346	1	8	LIC_RS07515
NC_005823.1	-	1816576	1818639	1	64	LIC_RS07530
NC_005823.1	-	1819160	1821416	1	104	LIC_RS20800
NC_005823.1	-	1824434	1825144	1	2	LIC_RS07565
NC_005823.1	-	1825369	1826679	1	39	LIC_RS07570
NC_005823.1	-	1826913	1827635	1	21	LIC_RS07575
NC_005823.1	-	1830268	1832671	1	252	LIC_RS07600
NC_005823.1	-	1833244	1833553	1	2	LIC_RS07605
NC_005823.1	-	1835363	1836280	1	37	LIC_RS07620
NC_005823.1	-	1835453	1837357	3	1	LIC_RS07620:LIC_RS07625:LIC_RS07630
NC_005823.1	-	1835470	1836997	2	2	LIC_RS07620:LIC_RS07625
NC_005823.1	-	1836158	1838251	2	227	LIC_RS07625:LIC_RS07630
NC_005823.1	-	1836242	1837014	1	57	LIC_RS07625
NC_005823.1	-	1837016	1838257	1	326	LIC_RS07630
NC_005823.1	-	1839522	1840566	1	16	LIC_RS07640
NC_005823.1	-	1840882	1841944	1	16	LIC_RS07645
NC_005823.1	-	1841697	1842743	2	3	LIC_RS07645:LIC_RS07650
NC_005823.1	-	1842097	1843647	1	44	LIC_RS07650
NC_005823.1	-	1843230	1843700	2	2	LIC_RS07650:LIC_RS07655
NC_005823.1	-	1844074	1844317	1	1	LIC_RS07655
NC_005823.1	-	1844115	1845066	2	2	LIC_RS07655:LIC_RS07660
NC_005823.1	-	1844213	1845426	3	1	LIC_RS07655:LIC_RS07660:LIC_RS07665
NC_005823.1	-	1844483	1845382	1	16	LIC_RS07660
NC_005823.1	-	1844555	1845971	3	19	LIC_RS07660:LIC_RS07665:LIC_RS07670
NC_005823.1	-	1844789	1845777	2	19	LIC_RS07660:LIC_RS07665
NC_005823.1	-	1845359	1845721	1	5	LIC_RS07665
NC_005823.1	-	1845364	1846324	2	18	LIC_RS07665:LIC_RS07670
NC_005823.1	-	1845717	1846841	1	19	LIC_RS07670
NC_005823.1	-	1852938	1853826	1	7	LIC_RS07695
NC_005823.1	-	1865700	1869229	1	262	LIC_RS07740
NC_005823.1	-	1867804	1869769	2	9	LIC_RS07740:LIC_RS07745
NC_005823.1	-	1868756	1870392	3	1	LIC_RS07740:LIC_RS07745:LIC_RS07750
NC_005823.1	-	1869215	1869769	1	33	LIC_RS07745
NC_005823.1	-	1869221	1870563	2	13	LIC_RS07745:LIC_RS07750
NC_005823.1	-	1869772	1870489	1	24	LIC_RS07750
NC_005823.1	-	1878711	1879102	1	5	LIC_RS07785
NC_005823.1	-	1879462	1880528	1	10	LIC_RS07795
NC_005823.1	-	1880074	1881009	2	7	LIC_RS07795:LIC_RS07800
NC_005823.1	-	1880288	1881569	3	4	LIC_RS07795:LIC_RS07800:LIC_RS07805
NC_005823.1	-	1880636	1880981	1	4	LIC_RS07800
NC_005823.1	-	1880694	1881505	2	9	LIC_RS07800:LIC_RS07805
NC_005823.1	-	1881085	1881572	1	8	LIC_RS07805
NC_005823.1	-	1881124	1882614	2	12	LIC_RS07805:LIC_RS07810
NC_005823.1	-	1881595	1884533	1	56	LIC_RS07810
NC_005823.1	-	1883879	1885829	2	8	LIC_RS07810:LIC_RS07815
NC_005823.1	-	1884579	1886540	1	26	LIC_RS07815
NC_005823.1	-	1886459	1887047	2	6	LIC_RS07815:LIC_RS07820
NC_005823.1	-	1886701	1887046	1	3	LIC_RS07820
NC_005823.1	-	1886800	1887402	2	5	LIC_RS07820:LIC_RS07825
NC_005823.1	-	1886892	1887525	3	3	LIC_RS07820:LIC_RS07825:LIC_RS07830
NC_005823.1	-	1887069	1887412	1	3	LIC_RS07825
NC_005823.1	-	1887211	1887719	2	5	LIC_RS07825:LIC_RS07830
NC_005823.1	-	1887487	1888613	1	21	LIC_RS07830
NC_005823.1	-	1887592	1890589	2	32	LIC_RS07830:LIC_RS07835
NC_005823.1	-	1888769	1890894	1	158	LIC_RS07835
NC_005823.1	-	1891313	1892530	1	112	LIC_RS07840
NC_005823.1	-	1891572	1893177	2	8	LIC_RS07840:LIC_RS07845
NC_005823.1	-	1892406	1893518	1	20	LIC_RS07845
NC_005823.1	-	1894650	1896182	1	671	LIC_RS07855
NC_005823.1	-	1899526	1900363	1	30	LIC_RS07880
NC_005823.1	-	1925542	1927289	1	10	LIC_RS08025
NC_005823.1	-	1942912	1943726	1	40	LIC_RS08110
NC_005823.1	-	1944619	1949094	1	856	LIC_RS08125
NC_005823.1	-	1949435	1950225	1	37	LIC_RS08140
NC_005823.1	-	1949445	1951308	2	124	LIC_RS08140:LIC_RS08145
NC_005823.1	-	1949972	1951549	3	1	LIC_RS08140:LIC_RS08145:LIC_RS08150
NC_005823.1	-	1950227	1951312	1	49	LIC_RS08145
NC_005823.1	-	1950741	1952325	2	47	LIC_RS08145:LIC_RS08150
NC_005823.1	-	1951150	1953166	3	1	LIC_RS08145:LIC_RS08150:LIC_RS08155
NC_005823.1	-	1951512	1952511	1	36	LIC_RS08150
NC_005823.1	-	1951991	1953165	2	15	LIC_RS08150:LIC_RS08155
NC_005823.1	-	1952631	1953524	1	29	LIC_RS08155
NC_005823.1	-	1953771	1955873	1	170	LIC_RS08165
